iter	F1	Logloss	Precision	Recall
0	0	0.6362679981	1	0
1	0	0.5875013518	1	0
2	0	0.5420895351	1	0
3	0	0.5073601671	1	0
4	0	0.4744310524	1	0
5	0	0.4483315743	1	0
6	0	0.4239873354	1	0
7	0	0.4063234671	1	0
8	0	0.3911424292	1	0
9	0	0.3604832083	1	0
10	0	0.3503591075	1	0
11	0	0.3420199423	1	0
12	0	0.3253825471	1	0
13	0	0.3194681351	1	0
14	0	0.3144365785	1	0
15	0	0.3105110705	1	0
16	0	0.3070946391	1	0
17	0	0.30315918	1	0
18	0	0.2983640916	1	0
19	0	0.296228527	1	0
20	0	0.2944404007	1	0
21	0	0.2915323019	1	0
22	0	0.2902120639	1	0
23	0	0.2876350183	1	0
24	0	0.2854390434	1	0
25	0	0.2830489192	1	0
26	0	0.2757806107	1	0
27	0	0.2748512426	1	0
28	0	0.2739976283	1	0
29	0	0.2723123401	1	0
30	0	0.2720461104	1	0
31	0	0.2715173726	1	0
32	0	0.2713233361	1	0
33	0	0.2706521773	1	0
34	0	0.267488689	1	0
35	0	0.2648880263	1	0
36	0	0.2645511168	1	0
37	0	0.2640299877	1	0
38	0	0.2635782272	1	0
39	0	0.2626353686	1	0
40	0	0.2621799416	1	0
41	0	0.2603209063	1	0
42	0	0.2597489227	1	0
43	0	0.2593397018	1	0
44	0	0.2588445859	1	0
45	0	0.2581171101	1	0
46	0	0.2571101186	1	0
47	0	0.2565537355	1	0
48	0	0.2562268984	1	0
49	0	0.2559248307	1	0
50	0	0.2556241162	1	0
51	0	0.2550717351	1	0
52	0	0.2523766312	1	0
53	0	0.2518494209	1	0
54	0	0.2515460402	1	0
55	0	0.2508970563	1	0
56	0	0.2503683155	1	0
57	0	0.2501052879	1	0
58	0	0.2498831056	1	0
59	0	0.2495905112	1	0
60	0	0.2491199716	1	0
61	0	0.24898496	1	0
62	0	0.2484708405	1	0
63	0	0.2481528532	1	0
64	0	0.247852345	1	0
65	0	0.2476326795	1	0
66	0	0.2474386174	1	0
67	0	0.2467820871	1	0
68	0	0.2463780878	1	0
69	0.001341381623	0.2460458017	1	0.0006711409396
70	0.001341381623	0.2457165949	1	0.0006711409396
71	0.001341381623	0.245471363	1	0.0006711409396
72	0.001341381623	0.2451259942	1	0.0006711409396
73	0.001341381623	0.2446192989	1	0.0006711409396
74	0.001341381623	0.2444449097	1	0.0006711409396
75	0.001341381623	0.2441232575	1	0.0006711409396
76	0.001341381623	0.2437579509	1	0.0006711409396
77	0.001341381623	0.2433671687	1	0.0006711409396
78	0.001341381623	0.2422692616	1	0.0006711409396
79	0.001341381623	0.2419827425	1	0.0006711409396
80	0.001341381623	0.2417270061	1	0.0006711409396
81	0.001341381623	0.2413887541	1	0.0006711409396
82	0.001341381623	0.2410679421	1	0.0006711409396
83	0.001341381623	0.240635198	1	0.0006711409396
84	0.001341381623	0.2401517036	1	0.0006711409396
85	0.001341381623	0.2393238988	1	0.0006711409396
86	0.001341381623	0.2390315007	1	0.0006711409396
87	0.001341381623	0.2387499261	1	0.0006711409396
88	0.002680965147	0.2385686555	1	0.001342281879
89	0.004018754186	0.2384014165	1	0.002013422819
90	0.005354752343	0.2380736974	1	0.002684563758
91	0.008021390374	0.2376719275	1	0.004026845638
92	0.008021390374	0.2373873437	1	0.004026845638
93	0.008021390374	0.2370179909	1	0.004026845638
94	0.008021390374	0.2363354882	1	0.004026845638
95	0.008021390374	0.2360432293	1	0.004026845638
96	0.008021390374	0.2359098495	1	0.004026845638
97	0.008021390374	0.2357276163	1	0.004026845638
98	0.009352037408	0.2353033749	1	0.004697986577
99	0.01068090788	0.2343449517	1	0.005369127517
100	0.01200800534	0.2341320619	1	0.006040268456
101	0.01068090788	0.2330319065	1	0.005369127517
102	0.01068090788	0.2326647923	1	0.005369127517
103	0.01200800534	0.2316121673	1	0.006040268456
104	0.01333333333	0.2312621447	1	0.006711409396
105	0.01333333333	0.2308969495	1	0.006711409396
106	0.01333333333	0.2304693229	1	0.006711409396
107	0.01333333333	0.2298156241	1	0.006711409396
108	0.01333333333	0.2295175262	1	0.006711409396
109	0.01333333333	0.2288663953	1	0.006711409396
110	0.01333333333	0.2285661261	1	0.006711409396
111	0.01333333333	0.2282824463	1	0.006711409396
112	0.01597869507	0.2277199685	1	0.008053691275
113	0.01597869507	0.2272642926	1	0.008053691275
114	0.01861702128	0.2270229158	1	0.009395973154
115	0.01861702128	0.2267537779	1	0.009395973154
116	0.02518223989	0.2264451395	1	0.01275167785
117	0.02518223989	0.2261071349	1	0.01275167785
118	0.0291005291	0.2256890221	1	0.01476510067
119	0.0291005291	0.2253838366	1	0.01476510067
120	0.0291005291	0.2253812072	1	0.01476510067
121	0.0304031725	0.2250371972	1	0.01543624161
122	0.0304031725	0.2246464812	1	0.01543624161
123	0.0304031725	0.2244491678	1	0.01543624161
124	0.0304031725	0.2239967291	1	0.01543624161
125	0.0304031725	0.2237809513	1	0.01543624161
126	0.0304031725	0.2227450308	1	0.01543624161
127	0.03170409511	0.222584397	1	0.01610738255
128	0.03430079156	0.222322158	1	0.01744966443
129	0.03170409511	0.2219921044	1	0.01610738255
130	0.03300330033	0.2216828721	1	0.01677852349
131	0.03559657218	0.2213525193	1	0.01812080537
132	0.03559657218	0.2210245801	1	0.01812080537
133	0.03947368421	0.2205288188	1	0.02013422819
134	0.03947368421	0.2203100598	1	0.02013422819
135	0.0420499343	0.2198946739	1	0.02147651007
136	0.04076265615	0.2194420017	1	0.02080536913
137	0.0420499343	0.2192847891	1	0.02147651007
138	0.043335522	0.2190967777	1	0.02214765101
139	0.04461942257	0.218912025	1	0.02281879195
140	0.04461942257	0.2188386699	1	0.02281879195
141	0.04461942257	0.2185408595	1	0.02281879195
142	0.043335522	0.2183124325	1	0.02214765101
143	0.04461942257	0.2179400663	1	0.02281879195
144	0.04590163934	0.2175150769	1	0.02348993289
145	0.04718217562	0.2164635231	1	0.02416107383
146	0.0497382199	0.2160548553	1	0.0255033557
147	0.0497382199	0.2158935748	1	0.0255033557
148	0.0497382199	0.2151822237	1	0.0255033557
149	0.0497382199	0.2148049193	1	0.0255033557
150	0.0522875817	0.2145280584	1	0.02684563758
151	0.0522875817	0.2142072465	1	0.02684563758
152	0.0522875817	0.213908069	1	0.02684563758
153	0.05483028721	0.212966243	1	0.02818791946
154	0.05736636245	0.2127529431	1	0.02953020134
155	0.05736636245	0.2123693726	1	0.02953020134
156	0.05736636245	0.2121445148	1	0.02953020134
157	0.05863192182	0.2115699784	1	0.03020134228
158	0.06241872562	0.210982642	1	0.0322147651
159	0.0661907852	0.2106398059	1	0.03422818792
160	0.06744487678	0.2105403924	1	0.03489932886
161	0.06994818653	0.2100020513	1	0.03624161074
162	0.06869734284	0.2097909401	1	0.0355704698
163	0.06869734284	0.2093595835	1	0.0355704698
164	0.06994818653	0.209143863	1	0.03624161074
165	0.06994818653	0.2089379109	1	0.03624161074
166	0.07369101487	0.2088030619	1	0.03825503356
167	0.07617817947	0.2084330017	1	0.03959731544
168	0.07617817947	0.208130756	1	0.03959731544
169	0.07865892972	0.2079271765	1	0.04093959732
170	0.08113329041	0.2078131521	1	0.04228187919
171	0.08606294155	0.2075093986	1	0.04496644295
172	0.08729139923	0.2070558541	1	0.04563758389
173	0.08974358974	0.206669585	1	0.04697986577
174	0.09341010877	0.2063395072	1	0.04899328859
175	0.09341010877	0.2060400357	1	0.04899328859
176	0.09584664537	0.205692248	1	0.05033557047
177	0.09584664537	0.2053779828	1	0.05033557047
178	0.09706257982	0.2049264496	1	0.05100671141
179	0.1031190325	0.2046532382	1	0.05436241611
180	0.101910828	0.2043722596	1	0.05369127517
181	0.1043256997	0.2040532325	1	0.05503355705
182	0.101910828	0.2038457479	1	0.05369127517
183	0.1055308328	0.2033316411	1	0.05570469799
184	0.1067344346	0.2020102517	1	0.05637583893
185	0.1091370558	0.2015777798	1	0.05771812081
186	0.1115335868	0.2012800256	1	0.05906040268
187	0.1151170145	0.2009210596	1	0.0610738255
188	0.1163084703	0.2006643579	1	0.06174496644
189	0.119873817	0.200322833	1	0.06375838926
190	0.119873817	0.1999967507	1	0.06375838926
191	0.1222432262	0.1996488207	1	0.06510067114
192	0.1269641735	0.199457307	1	0.0677852349
193	0.1257861635	0.1991102817	1	0.06711409396
194	0.130489335	0.1988647086	1	0.06979865772
195	0.130489335	0.1985325763	1	0.06979865772
196	0.130489335	0.1981587	1	0.06979865772
197	0.130489335	0.1979440326	1	0.06979865772
198	0.1351689612	0.1974942528	1	0.07248322148
199	0.1398252185	0.1970852587	1	0.07516778523
200	0.1433021807	0.1968371067	1	0.07718120805
201	0.1513647643	0.1965063012	1	0.08187919463
202	0.1513647643	0.1960422499	1	0.08187919463
203	0.1525108493	0.1957301003	1	0.08255033557
204	0.1547987616	0.1953986819	1	0.08389261745
205	0.1570810142	0.1949857016	1	0.08523489933
206	0.1582200247	0.1946152565	1	0.08590604027
207	0.1650246305	0.1943214219	1	0.08993288591
208	0.1695331695	0.1937123228	1	0.09261744966
209	0.1706568447	0.1933154628	1	0.0932885906
210	0.1717791411	0.1931154236	1	0.09395973154
211	0.1740196078	0.1928236293	1	0.09530201342
212	0.1773700306	0.1924829923	1	0.09731543624
213	0.1807081807	0.1921117832	1	0.09932885906
214	0.1807081807	0.1919123102	1	0.09932885906
215	0.1807081807	0.1917294628	1	0.09932885906
216	0.1829268293	0.1914563723	1	0.1006711409
217	0.1818181818	0.1911067285	1	0.1
218	0.1873479319	0.1906984709	1	0.1033557047
219	0.1895504253	0.1904774099	1	0.1046979866
220	0.1895504253	0.1901681932	1	0.1046979866
221	0.1939393939	0.1897701939	1	0.1073825503
222	0.196125908	0.1893729406	1	0.1087248322
223	0.1993957704	0.1888763384	1	0.110738255
224	0.1993957704	0.1886374704	1	0.110738255
225	0.1993957704	0.1884494781	1	0.110738255
226	0.2037371911	0.1880207145	1	0.1134228188
227	0.2037371911	0.1876521177	1	0.1134228188
228	0.2059000602	0.1871328342	1	0.1147651007
229	0.2123575285	0.1866699142	1	0.1187919463
230	0.2112845138	0.1863537439	1	0.1181208054
231	0.2112845138	0.1862138283	1	0.1181208054
232	0.2112845138	0.1860740929	1	0.1181208054
233	0.2155688623	0.1859067248	1	0.1208053691
234	0.2155688623	0.1855148955	1	0.1208053691
235	0.2177033493	0.1853133935	1	0.122147651
236	0.218768679	0.1850174749	1	0.1228187919
237	0.2177033493	0.1845968342	1	0.122147651
238	0.2240762813	0.1844180446	1	0.1261744966
239	0.2240762813	0.1839836411	1	0.1261744966
240	0.2230172928	0.1838620949	1	0.1255033557
241	0.2261904762	0.1834208263	1	0.1275167785
242	0.2261904762	0.1830970085	1	0.1275167785
243	0.2272456871	0.1828853398	1	0.1281879195
244	0.229352347	0.1827121171	1	0.1295302013
245	0.2304038005	0.1824290715	1	0.1302013423
246	0.229352347	0.1821655473	1	0.1295302013
247	0.2335506817	0.1819145793	1	0.1322147651
248	0.2335506817	0.1817389131	1	0.1322147651
249	0.2377291543	0.1814891412	1	0.1348993289
250	0.2418879056	0.1811514289	1	0.1375838926
251	0.2418879056	0.1809160687	1	0.1375838926
252	0.2480893592	0.1804260648	1	0.1416107383
253	0.2491186839	0.1801712862	1	0.1422818792
254	0.2511737089	0.1798970681	1	0.1436241611
255	0.2532239156	0.1796660233	1	0.144966443
256	0.2562902282	0.1794318994	1	0.1469798658
257	0.2552693208	0.1790759699	1	0.1463087248
258	0.2573099415	0.1787629417	1	0.1476510067
259	0.2613768961	0.1783652841	1	0.1503355705
260	0.2644146768	0.178055949	1	0.1523489933
261	0.2644146768	0.1775079754	1	0.1523489933
262	0.2623906706	0.1771869229	1	0.1510067114
263	0.2664339732	0.1768380924	1	0.1536912752
264	0.2664339732	0.1765489369	1	0.1536912752
265	0.2684485764	0.176276556	1	0.155033557
266	0.2714617169	0.1760596753	1	0.1570469799
267	0.2744643891	0.1755826386	1	0.1590604027
268	0.275462963	0.1753471836	1	0.1597315436
269	0.2804385459	0.1746888492	1	0.1630872483
270	0.2804385459	0.1745135994	1	0.1630872483
271	0.284398388	0.1741017163	1	0.1657718121
272	0.284398388	0.1738718255	1	0.1657718121
273	0.2853855006	0.1735881434	1	0.166442953
274	0.2853855006	0.1733391897	1	0.166442953
275	0.2873563218	0.1724280852	1	0.1677852349
276	0.2873563218	0.1722014966	1	0.1677852349
277	0.2893226177	0.1720343514	1	0.1691275168
278	0.2903040734	0.1717671458	1	0.1697986577
279	0.2942186606	0.1714535885	1	0.1724832215
280	0.2932416953	0.171205115	1	0.1718120805
281	0.2961692396	0.1709126912	1	0.1738255034
282	0.2981153626	0.1705496354	1	0.1751677852
283	0.301994302	0.1702968932	1	0.177852349
284	0.3048919226	0.1699083025	1	0.1798657718
285	0.3087400681	0.169406968	1	0.1825503356
286	0.3087400681	0.1692479783	1	0.1825503356
287	0.3096993761	0.169080234	1	0.1832214765
288	0.3135257499	0.1686701004	1	0.1859060403
289	0.3125707814	0.1683470367	1	0.1852348993
290	0.314479638	0.1680512832	1	0.1865771812
291	0.3135257499	0.1678728342	1	0.1859060403
292	0.3173348391	0.1675605742	1	0.188590604
293	0.3230163196	0.1670889805	1	0.1926174497
294	0.3220720721	0.1667352589	1	0.1919463087
295	0.3277216611	0.166478765	1	0.1959731544
296	0.3314669653	0.1662580739	1	0.1986577181
297	0.3324006715	0.1659350436	1	0.1993288591
298	0.3361250698	0.1655770408	1	0.2020134228
299	0.3379810374	0.1651981838	1	0.2033557047
300	0.3379810374	0.1648301611	1	0.2033557047
301	0.3398328691	0.1646684023	1	0.2046979866
302	0.3426028921	0.1644361193	1	0.2067114094
303	0.346281909	0.1640663861	1	0.2093959732
304	0.3490304709	0.1636015012	1	0.211409396
305	0.349944629	0.1633095448	1	0.2120805369
306	0.349944629	0.1631039792	1	0.2120805369
307	0.3526810392	0.1627983354	1	0.2140939597
308	0.3563154992	0.162644553	1	0.2167785235
309	0.3545002761	0.1623204632	1	0.2154362416
310	0.3599339571	0.1619824849	1	0.2194630872
311	0.3626373626	0.1618519459	1	0.2214765101
312	0.3653318705	0.1615701415	1	0.2234899329
313	0.3662280702	0.1611864671	1	0.2241610738
314	0.3680175246	0.1609679177	1	0.2255033557
315	0.3698030635	0.1606853522	1	0.2268456376
316	0.3715846995	0.1603662853	1	0.2281879195
317	0.3733624454	0.1600712335	1	0.2295302013
318	0.3733624454	0.15990067	1	0.2295302013
319	0.3760217984	0.1596387476	1	0.2315436242
320	0.3769063181	0.1594486636	1	0.2322147651
321	0.3804347826	0.1591152015	1	0.2348993289
322	0.3804347826	0.1589703957	1	0.2348993289
323	0.3786724701	0.1587456202	1	0.233557047
324	0.3795541055	0.1585642286	1	0.2342281879
325	0.3795541055	0.158233704	1	0.2342281879
326	0.3848238482	0.1579828166	1	0.2382550336
327	0.3839479393	0.1577493918	1	0.2375838926
328	0.3874458874	0.1575611749	1	0.2402684564
329	0.3943965517	0.1572988716	1	0.2456375839
330	0.3952611739	0.1570326315	1	0.2463087248
331	0.3952611739	0.1568682436	1	0.2463087248
332	0.3952611739	0.1565500199	1	0.2463087248
333	0.3978494624	0.1563673673	1	0.2483221477
334	0.3995703545	0.1560103997	1	0.2496644295
335	0.3987103708	0.1557700613	1	0.2489932886
336	0.405564473	0.1555922591	1	0.2543624161
337	0.4081196581	0.15548436	1	0.2563758389
338	0.4089695675	0.1551581155	1	0.2570469799
339	0.4081196581	0.1549810216	1	0.2563758389
340	0.4098185699	0.1547832992	1	0.2577181208
341	0.4098185699	0.1546003102	1	0.2577181208
342	0.4115138593	0.1542967207	1	0.2590604027
343	0.4115138593	0.1539851279	1	0.2590604027
344	0.4157363105	0.1537435175	1	0.2624161074
345	0.4174190122	0.1535748879	1	0.2637583893
346	0.4182590234	0.1533730449	1	0.2644295302
347	0.4190981432	0.1530099236	1	0.2651006711
348	0.4249471459	0.1525367175	1	0.2697986577
349	0.4282700422	0.1523471214	1	0.2724832215
350	0.4274406332	0.1522442292	1	0.2718120805
351	0.4282700422	0.152150925	1	0.2724832215
352	0.4340514976	0.1518482812	1	0.2771812081
353	0.4356955381	0.1516301359	1	0.2785234899
354	0.4356955381	0.1513004528	1	0.2785234899
355	0.4414225941	0.1510807957	1	0.2832214765
356	0.4430512017	0.1507957195	1	0.2845637584
357	0.4446764092	0.1506732812	1	0.2859060403
358	0.4471078687	0.1504214818	1	0.2879194631
359	0.4503380135	0.1501644411	1	0.2906040268
360	0.4511434511	0.1499604546	1	0.2912751678
361	0.4519480519	0.149860223	1	0.2919463087
362	0.4503380135	0.1495561625	1	0.2906040268
363	0.4511434511	0.1493753454	1	0.2912751678
364	0.4511434511	0.1490723266	1	0.2912751678
365	0.4527518172	0.1487808406	1	0.2926174497
366	0.4567581564	0.1482583584	1	0.2959731544
367	0.4567581564	0.1481392402	1	0.2959731544
368	0.4559585492	0.1479102192	1	0.2953020134
369	0.4575569358	0.1477187037	1	0.2966442953
370	0.4607438017	0.1475529596	1	0.2993288591
371	0.4615384615	0.1473493028	1	0.3
372	0.4639175258	0.1470341742	1	0.3020134228
373	0.4654994851	0.1470013105	1	0.3033557047
374	0.4710107748	0.1467012259	1	0.3080536913
375	0.4710107748	0.1463827954	1	0.3080536913
376	0.4694401644	0.1461996618	1	0.3067114094
377	0.472578165	0.1459591725	1	0.3093959732
378	0.4741423451	0.1456923496	1	0.310738255
379	0.4757033248	0.1455343192	1	0.3120805369
380	0.4788157223	0.145243401	1	0.3147651007
381	0.4788157223	0.1450382762	1	0.3147651007
382	0.4811416922	0.1448910767	1	0.3167785235
383	0.4819154356	0.1446935153	1	0.3174496644
384	0.484231943	0.1444180947	1	0.3194630872
385	0.4880771182	0.1441712507	1	0.3228187919
386	0.4896097314	0.1440354719	1	0.3241610738
387	0.4896097314	0.1437865806	1	0.3241610738
388	0.4911392405	0.1434520526	1	0.3255033557
389	0.492665655	0.143311624	1	0.3268456376
390	0.4949494949	0.1431376086	1	0.3288590604
391	0.4964682139	0.1428298912	1	0.3302013423
392	0.497983871	0.1426174328	1	0.3315436242
393	0.4994964753	0.1423973055	1	0.332885906
394	0.4994964753	0.1421161383	1	0.332885906
395	0.5010060362	0.141887085	1	0.3342281879
396	0.5017596782	0.1417021166	1	0.3348993289
397	0.5017596782	0.1414158452	1	0.3348993289
398	0.5017596782	0.1413197882	1	0.3348993289
399	0.5032646911	0.1410957249	1	0.3362416107
400	0.5025125628	0.1409523207	1	0.3355704698
401	0.5062656642	0.1406264415	1	0.3389261745
402	0.5070140281	0.1404337442	1	0.3395973154
403	0.5092546273	0.1402429596	1	0.3416107383
404	0.5122316525	0.1397672327	1	0.344295302
405	0.5122316525	0.1396491284	1	0.344295302
406	0.5151968112	0.1394155406	1	0.3469798658
407	0.5151968112	0.1393684441	1	0.3469798658
408	0.5144566301	0.1390749263	1	0.3463087248
409	0.5174129353	0.1389229299	1	0.3489932886
410	0.5188866799	0.1385617515	1	0.3503355705
411	0.5203574975	0.1384747769	1	0.3516778523
412	0.5218253968	0.1384017885	1	0.3530201342
413	0.5225582548	0.1380531768	1	0.3536912752
414	0.5232903865	0.1378037713	1	0.3543624161
415	0.5225582548	0.1376408117	1	0.3536912752
416	0.5247524752	0.1374355904	1	0.355704698
417	0.5262116716	0.137119086	1	0.3570469799
418	0.5269401878	0.1370525616	1	0.3577181208
419	0.5291214215	0.1369070832	1	0.3597315436
420	0.5291214215	0.136786767	1	0.3597315436
421	0.5305719921	0.1365566995	1	0.3610738255
422	0.5320197044	0.1364014998	1	0.3624161074
423	0.5341859321	0.1361123145	1	0.3644295302
424	0.5370643103	0.1358398331	1	0.367114094
425	0.5356265356	0.1355268305	1	0.3657718121
426	0.536345776	0.1352968488	1	0.366442953
427	0.5370643103	0.1352198254	1	0.367114094
428	0.5406464251	0.1348747753	1	0.3704697987
429	0.5406464251	0.1346551611	1	0.3704697987
430	0.542074364	0.1344393748	1	0.3718120805
431	0.5427872861	0.1342037827	1	0.3724832215
432	0.5434995112	0.1340743039	1	0.3731543624
433	0.5463414634	0.1338598857	1	0.3758389262
434	0.5477582846	0.1335923478	1	0.3771812081
435	0.5477582846	0.1334489238	1	0.3771812081
436	0.5491723466	0.1333596119	1	0.3785234899
437	0.5533980583	0.1330666374	1	0.3825503356
438	0.5519922255	0.1329389456	1	0.3812080537
439	0.5548011639	0.1327975969	1	0.3838926174
440	0.5562015504	0.1325660571	1	0.3852348993
441	0.5569007264	0.1324166311	1	0.3859060403
442	0.5603864734	0.1321794792	1	0.389261745
443	0.5631629701	0.1319131766	1	0.3919463087
444	0.5645472062	0.1316178409	1	0.3932885906
445	0.5652383245	0.1313952998	1	0.3939597315
446	0.5666185666	0.1311874724	1	0.3953020134
447	0.5666185666	0.1311360492	1	0.3953020134
448	0.5652383245	0.1308839469	1	0.3939597315
449	0.5679961557	0.1307361923	1	0.3966442953
450	0.5679961557	0.1306480381	1	0.3966442953
451	0.5714285714	0.1303354227	1	0.4
452	0.5755258126	0.1301455122	1	0.4040268456
453	0.5741626794	0.1299411393	1	0.4026845638
454	0.5762064023	0.1297739472	1	0.4046979866
455	0.5789222699	0.1295249185	1	0.4073825503
456	0.582302569	0.1293404499	1	0.410738255
457	0.5836501901	0.1292235824	1	0.4120805369
458	0.5843230404	0.1290440775	1	0.4127516779
459	0.5856668249	0.1289112009	1	0.4140939597
460	0.5870080607	0.1285548636	1	0.4154362416
461	0.5870080607	0.1283976924	1	0.4154362416
462	0.5876777251	0.1281922413	1	0.4161073826
463	0.5883467551	0.1280327081	1	0.4167785235
464	0.5910165485	0.1277916784	1	0.4194630872
465	0.5930122757	0.127577175	1	0.4214765101
466	0.5943396226	0.1273693032	1	0.4228187919
467	0.5956644675	0.1272990896	1	0.4241610738
468	0.5989656794	0.1270009271	1	0.4275167785
469	0.6009389671	0.126780427	1	0.4295302013
470	0.6009389671	0.1266831129	1	0.4295302013
471	0.6061739944	0.1262355705	1	0.4348993289
472	0.6081270434	0.1260733867	1	0.4369127517
473	0.6055217595	0.12592834	1	0.4342281879
474	0.6081270434	0.1258202838	1	0.4369127517
475	0.6113699907	0.1256629059	1	0.4402684564
476	0.6133085156	0.125396527	1	0.4422818792
477	0.6139534884	0.1252915768	1	0.4429530201
478	0.6139534884	0.1251561056	1	0.4429530201
479	0.6120167676	0.1247933132	1	0.4409395973
480	0.6158848119	0.1245648193	1	0.444966443
481	0.6190917516	0.1243666894	1	0.4483221477
482	0.6197313571	0.1241847961	1	0.4489932886
483	0.6210087922	0.1240990728	1	0.4503355705
484	0.6254612546	0.1237630143	1	0.455033557
485	0.6241920591	0.1236001443	1	0.4536912752
486	0.6254612546	0.1234860012	1	0.455033557
487	0.6267281106	0.1232763557	1	0.4563758389
488	0.6311437758	0.1230004271	1	0.4610738255
489	0.6317722681	0.1228923635	1	0.4617449664
490	0.6342804766	0.1226400116	1	0.4644295302
491	0.6342804766	0.1224731047	1	0.4644295302
492	0.633654287	0.1223482499	1	0.4637583893
493	0.6342804766	0.1220929113	1	0.4644295302
494	0.6330275229	0.1219351572	1	0.4630872483
495	0.6349060925	0.1217562724	1	0.4651006711
496	0.6349060925	0.1215757927	1	0.4651006711
497	0.6386477844	0.1213933707	1	0.4691275168
498	0.639890461	0.121246731	1	0.4704697987
499	0.6405109489	0.121070621	1	0.4711409396
500	0.6436049158	0.12096061	1	0.4744966443
501	0.6423690205	0.1207771062	1	0.4731543624
502	0.6460699682	0.1204660304	1	0.4771812081
503	0.6485260771	0.1201923408	1	0.4798657718
504	0.6497507929	0.1199448319	1	0.4812080537
505	0.6491387126	0.11973457	1	0.4805369128
506	0.6540198735	0.1195198769	1	0.4859060403
507	0.6564472498	0.119347334	1	0.488590604
508	0.6558412269	0.1191703909	1	0.4879194631
509	0.6564472498	0.118936562	1	0.488590604
510	0.6576576577	0.1188434842	1	0.4899328859
511	0.6588658866	0.1186919181	1	0.4912751678
512	0.6588658866	0.1183883901	1	0.4912751678
513	0.6600719424	0.1182329887	1	0.4926174497
514	0.6606741573	0.1181216653	1	0.4932885906
515	0.6624775583	0.1179169184	1	0.4953020134
516	0.6642761094	0.1177133331	1	0.4973154362
